; Information Technology; Financials; Telecommunication Services; Consumer Discretionary; Energy; Real Estate; Industrials; Consumer Staples; Utilities; Materials; Health Care; NULL; 
991018_000401; 1.35779607901; 0.217190492016; 1.74991593294; 0.421639774821; -0.0939817367017; 0.146867066253; 0.59578173478; 0.0337221498121; 0.657557518916; -0.0744001372194; 0.229510350389; 0.725990473834; 
991018_991119; 0.151265939764; 0.101742049876; 0.408431635651; 0.077406414897; 0.0461031167098; 0.105059892635; 0.22530311333; 0.0803699946882; 0.0472603703667; 0.0793285429011; -0.0459919376873; 0.390756060816; 
991018_000306; 1.65915350999; 0.231219203672; 2.19199772792; 0.504195628647; -0.0911230269779; 0.135911939028; 0.520609796825; 0.0104914439708; 0.736265725887; -0.0153261100032; 1.13107100967; 0.610255005818; 
991119_000306; 1.03714844032; 0.169525928129; 1.26920272935; 0.351018392052; -0.105837247435; 0.0423606786778; 0.250211263652; -0.0543497844169; 0.688460030041; -0.0794940602794; 1.15337969797; 0.13357596886; 
991018_001231; 0.0756597682192; 0.354278668608; 0.266833332333; 0.136245188772; -0.014985388906; 0.187102969443; 0.268143896689; 0.100441978937; 0.189371805572; -0.16517955513; -0.319877719542; 0.520593772335; 
000306_001231; -0.0673467268912; 0.365633982682; -0.284271271322; -0.00233533831398; 0.0122678136543; 0.206516476613; -0.0192082388018; 0.164377264072; 0.287450052267; -0.042906973765; -0.208907858497; -0.0544457807248; 
161118_170430; 0.201065769319; 0.0611880081559; -0.0452399225723; 0.147586338042; 0.0336696449689; 0.161938651976; 0.0965655569463; 0.110514023677; 0.0507042632237; 0.214530760413; 0.122737667856; 0.483007760545; 
161201_170430; 0.241888836165; 0.0366693813632; -0.0226031571291; 0.116683943787; 0.0339351757717; 0.159017587745; 0.0631349094424; 0.050171457163; 0.08380620882; 0.143216015461; 0.11783303752; 0.485450004591; 
